_total_solve_time = 46.99
cost = 273738

x [*,*]
:         F10         F104         F106        F123         F125        F127 :=
C218   0            0           0.11964   0           0           0.162164
C219   0            0           0         0           0           0
C22    0            0           0         0           0           0
C220   0            0.0249054   0         0           0           0
C221   0            0.0156106   0         0.234732    0           0
C222   0            0           0         0.234732    0           0.162164
C223   0            0           0         0           0           0
C224   0            0           0         0           0           0
C225   0            0           0         0.234732    0           0
C226   0            0           0         0           0           0
C227   0            0           0.11964   0           0           0
C228   0            0           0         0           0.100147    0
C229   0            0           0         0           0           0
C23    0            0           0.11964   0           0           0
C230   0            0           0         0           0.131787    0
C231   0            0           0         0.234732    0           0
C232   0            0           0         0           0           0
C233   0            0           0.11964   0           0           0
C234   0            0           0         0           0.131787    0
C235   0            0           0         0           0           0
C236   0            0           0         0           0           0
C237   0            0           0         0           0           0
C238   0            0           0         0.234732    0           0
C239   0            0           0         0           0           0
C24    0            0           0         0.1714      0           0
C240   0            0           0         0           0           0
C241   0            0           0         0           0           0
C242   0            0           0         0           0           0
C243   0            0           0         0           0           0
C244   0            0           0.11964   0           0           0
C245   0.256267     0           0         0           0           0
C246   0.207751     0           0         0           0           0
C247   0            0           0         0           0.131787    0
C248   0            0           0         0           0           0
C249   0            0           0         0.182724    0           0
C25    0            0           0         0           0           0
C250   0            0           0         0           0           0
C26    0            0           0         0           0           0
C27    0            0.0249054   0         0           0           0
C28    0.256267     0           0         0           0.131787    0
C29    0            0           0         0           0.131787    0
C3     0.256267     0           0         0           0           0
C30    0            0           0         0           0           0
C31    0            0.0249054   0         0           0           0
C32    0            0           0.11964   0           0           0
C33    0            0           0         0           0           0
C34    0            0.0249054   0         0           0           0
C35    0            0.0249054   0         0.234732    0           0
C36    0.256267     0           0         0           0           0
C37    0            0           0         0           0           0
C38    0            0           0         0           0           0
C39    0            0           0         0.234732    0           0.162164
C4     0.256267     0           0         0           0           0
C40    0            0           0         0           0.131787    0
C41    0            0           0         0           0           0
C42    0            0           0         0           0           0
C43    0.256267     0           0         0           0           0
C44    0            0           0         0           0           0
C45    0            0           0         0           0           0.162164
C46    0            0.0249054   0         0.234732    0.131787    0
C47    0            0           0         0           0           0
C48    0            0           0         0           0           0.162164
C49    0            0           0.11964   0           0           0
C5     0            0           0         0           0           0
C50    0            0           0         0           0.131787    0
C51    0            0           0         0           0           0
C52    0            0.0249054   0         0           0           0
C53    0            0           0         0           0           0.162164
C54    0            0           0         0           0.131787    0.162164
C55    0.021676     0           0.11964   0           0           0.162164
C56    0            0           0         0.234732    0           0
C57    0            0           0         0           0.131787    0.050342
C58    0            0           0         0           0.131787    0
C59    0            0.0249054   0         0           0           0
C6     0            0           0         0           0           0
C60    0            0           0         0           0           0
C61    0.256267     0           0         0           0           0
C62    0            0           0         0.234732    0           0
C63    0            0           0         0           0           0.162164
C64    0            0           0         0           0           0
C65    0            0           0         0           0           0
C66    0.256267     0           0         0           0           0
C67    0            0           0         0           0.131787    0
C68    0            0           0.11964   0           0           0
C69    0            0           0         0           0           0
C7     0            0           0.11964   0           0           0.162164
C70    0            0           0         0           0           0
C71    0            0.0249054   0         0           0           0
C72    0            0           0         0           0           0
C73    0            0           0         0           0           0
C74    0            0.0249054   0         0           0           0.062139
C75    0.256267     0           0         0           0           0
C76    0.256267     0           0         0           0           0
C77    0            0.0249054   0         0           0           0
C78    0.256267     0           0         0           0.131787    0
C79    0            0.0249054   0         0.222051    0           0
C8     0            0           0.11964   0.155375    0           0
C80    0            0           0         0           0           0
C81    0.256267     0           0         0           0           0
C82    0            0           0         0           0           0
C83    0            0           0         0           0           0
C84    0            0           0.11964   0           0           0
C85    0            0           0         0           0           0
C86    0            0           0         0           0           0
C87    0            0           0         0.108063    0           0
C88    0            0           0         0           0           0
C89    0            0           0         0           0           0
C9     0            0           0         0           0           0
C90    0            0.0249054   0         0           0           0
C91    0            0           0         0           0           0
C92    0            0           0         0           0           0.162164
C93    0.256267     0           0         0           0           0
C94    0            0           0         0           0           0
C95    0            0           0         0           0           0.162164
C96    0            0           0         0           0           0
C97    0            0           0         0           0           0
C98    0            0           0         0           0.131787    0
C99    0            0           0         0           0           0

:         F52         F57        F63         F68         F69          F70    :=
C1     0           0           0.250852   0.124286    0            0
C10    0           0           0          0           0            0
C100   0           0           0          0           0.0457219    0
C101   0           0           0          0.124286    0            0
C102   0           0           0          0           0            0
C103   0           0           0          0           0            0
C104   0           0           0          0           0            0
C105   0           0           0.250852   0           0            0
C106   0           0           0.250852   0           0            0.157291
C107   0           0           0          0           0            0
C108   0           0           0          0           0            0
C109   0           0           0          0.124286    0            0
C11    0           0           0          0           0            0
C110   0           0           0          0           0            0
C111   0           0           0          0           0            0
C112   0           0           0          0.124286    0            0
C113   0           0           0          0           0            0
C114   0           0           0          0           0            0.157291
C115   0           0           0          0           0            0
C116   0           0           0          0.124286    0            0
C117   0           0           0          0           0.0244041    0
C118   0           0           0          0           0            0.157291
C119   0           0           0.250852   0           0            0
C12    0           0           0.250852   0           0            0
C120   0           0           0          0           0.00150224   0.157291
C121   0           0           0.250852   0.124286    0            0
C122   0           0           0          0.124286    0            0
C123   0.0278174   0           0          0           0            0
C124   0           0           0          0           0            0
C125   0           0           0.250852   0           0            0
C126   0           0           0          0           0            0
C127   0           0           0.250852   0           0            0
C128   0           0           0          0           0            0
C129   0           0           0          0.124286    0            0
C13    0.262936    0           0          0           0            0
C130   0           0           0          0           0            0
C131   0           0           0          0           0            0
C132   0           0           0          0.124286    0            0
C133   0           0           0          0           0            0
C134   0           0           0.250852   0           0            0
C135   0           0           0          0.124286    0            0
C136   0           0           0          0           0.0457219    0
C137   0           0           0          0           0            0
C138   0           0.0495203   0          0           0            0
C139   0           0.0495203   0          0           0            0
C14    0           0.0495203   0          0           0            0
C140   0           0.0495203   0          0.124286    0            0
C141   0           0           0          0           0            0
C142   0           0           0          0           0            0
C143   0           0           0          0           0            0
C144   0           0           0          0           0            0
C145   0           0           0          0           0            0
C146   0           0           0          0           0            0
C147   0           0           0.250852   0           0            0
C148   0           0           0          0           0            0
C149   0           0           0          0           0            0
C15    0           0           0          0           0            0
C150   0           0           0.250852   0           0            0
C151   0           0           0          0           0            0
C152   0           0           0          0           0            0.157291
C153   0           0           0          0           0            0
C154   0           0           0          0           0            0
C155   0           0           0          0           0            0
C156   0           0           0          0           0            0
C157   0           0           0          0           0            0
C158   0.262936    0           0          0.124286    0.0457219    0
C159   0           0           0.250852   0           0            0.157291
C16    0           0           0          0           0            0
C160   0           0           0          0.124286    0            0
C161   0.262936    0           0          0           0            0
C162   0           0           0          0           0            0
C163   0           0           0          0           0            0
C164   0           0           0          0           0            0
C165   0.262936    0           0          0           0            0
C166   0           0           0.250852   0           0            0
C167   0           0.0495203   0          0           0.0457219    0.157291
C168   0           0           0          0           0            0
C169   0           0           0          0.124286    0            0
C17    0           0           0          0.124286    0            0
C170   0           0.0495203   0          0           0            0
C171   0.262936    0.0495203   0          0           0            0
C172   0           0           0.250852   0           0            0
C173   0           0           0          0.0614039   0            0
C174   0           0           0          0           0            0
C175   0           0.0495203   0          0           0.0457219    0
C176   0           0           0          0           0            0.157291
C177   0           0           0          0           0            0.157291
C178   0           0           0          0           0            0
C179   0           0           0          0           0            0.0139597
C18    0           0           0.109426   0           0            0
C180   0           0           0          0           0            0
C181   0           0           0          0           0            0
C182   0.262936    0.0495203   0          0           0            0
C183   0           0           0          0           0            0
C184   0           0           0          0           0            0
C185   0.174567    0           0          0           0            0
C186   0.262936    0           0          0           0            0
C187   0           0           0          0           0            0
C188   0           0           0          0           0            0
C189   0           0.0495203   0          0           0            0
C19    0.262936    0           0          0.124286    0            0
C190   0           0.0495203   0          0           0            0
C191   0           0.0495203   0          0.124286    0            0
C192   0           0.0495203   0          0           0            0
C193   0.129276    0           0          0           0            0
C194   0           0           0          0.124286    0            0
C195   0           0           0          0.124286    0            0
C196   0.262936    0           0          0           0            0
C197   0           0           0          0.124286    0            0
C198   0           0           0          0           0            0
C199   0           0           0          0.124286    0            0
C2     0.262936    0           0.250852   0           0            0
C20    0           0           0          0           0            0
C200   0.262936    0.0495203   0          0           0            0
C201   0           0           0          0           0            0
C202   0           0           0          0           0            0.157291
C203   0           0           0          0           0            0
C204   0           0           0          0           0            0
C205   0           0           0          0           0            0
C206   0           0           0.250852   0           0            0
C207   0           0           0          0           0            0
C208   0           0           0          0           0            0.157291
C209   0           0           0          0           0            0
C21    0.262936    0           0          0           0            0
C210   0           0           0          0           0            0
C211   0           0           0          0           0            0
C212   0           0.0495203   0          0           0            0
C213   0           0           0          0.124286    0.0457219    0.157291
C214   0           0.0495203   0.250852   0           0            0
C215   0           0           0          0           0            0
C216   0           0           0          0           0            0.157291
C217   0           0           0          0           0            0
C218   0           0           0          0           0            0
C219   0           0.0495203   0.250852   0           0            0
C22    0           0.0495203   0.250852   0           0            0
C220   0           0           0          0           0            0
C221   0           0           0          0           0.0457219    0
C222   0           0           0          0           0            0
C223   0           0           0          0           0            0
C224   0           0           0          0           0            0
C225   0           0           0          0           0            0
C226   0           0.0495203   0.250852   0           0            0
C227   0           0           0.250852   0           0            0
C228   0           0           0          0           0            0
C229   0           0           0          0           0            0
C23    0.262936    0           0          0           0            0
C230   0           0           0          0           0.0457219    0
C231   0           0           0          0           0            0
C232   0           0           0          0           0            0
C233   0           0           0          0           0            0
C234   0           0           0          0           0            0
C235   0           0           0          0           0            0
C236   0.262936    0           0          0           0.0457219    0
C237   0           0           0.250852   0           0            0
C238   0           0           0          0           0            0
C239   0           0           0          0           0            0
C24    0           0.0495203   0          0           0            0
C240   0           0           0.250852   0.124286    0            0
C241   0           0           0          0           0.0457219    0
C242   0           0           0          0           0            0
C243   0           0           0          0.124286    0            0.157291
C244   0.262936    0           0          0           0            0
C245   0           0           0          0           0.0457219    0
C246   0           0           0          0           0            0
C247   0           0           0          0           0            0
C248   0           0           0          0           0.0457219    0
C249   0.262936    0           0          0           0            0
C25    0           0           0          0           0            0
C250   0           0           0          0           0            0
C26    0           0           0          0           0            0
C27    0.262936    0           0          0           0            0
C28    0           0           0          0           0            0
C29    0           0           0          0           0            0
C3     0           0           0          0           0            0
C30    0           0           0          0           0            0
C31    0           0           0          0           0            0
C32    0           0           0          0           0            0
C33    0           0           0          0.124286    0            0
C34    0           0           0          0.124286    0            0
C35    0           0           0          0           0            0
C36    0.139277    0           0          0           0            0
C37    0           0           0          0.124286    0            0
C38    0           0           0          0           0            0.157291
C39    0           0           0          0           0            0
C4     0           0           0          0           0            0
C40    0           0           0          0           0            0
C41    0           0.0495203   0          0           0            0
C42    0           0           0          0           0            0.157291
C43    0           0.0495203   0          0           0            0
C44    0           0           0          0.124286    0            0
C45    0           0           0          0           0            0
C46    0           0           0          0           0            0
C47    0.262936    0           0          0           0.0457219    0
C48    0           0           0          0           0            0
C49    0           0           0          0           0            0
C5     0           0.0495203   0.250852   0           0            0
C50    0.262936    0           0          0           0            0
C51    0           0           0          0           0            0.0496091
C52    0           0           0.250852   0           0            0
C53    0.262936    0           0          0           0            0
C54    0           0           0          0           0            0
C55    0           0           0          0           0            0
C56    0           0           0.250852   0.124286    0            0
C57    0           0           0          0           0            0
C58    0           0           0          0.124286    0            0.157291
C59    0           0           0          0           0            0
C6     0           0           0          0           0            0
C60    0           0           0          0           0            0
C61    0           0           0          0           0            0
C62    0           0           0          0           0            0
C63    0.0891955   0           0          0           0            0
C64    0           0.0495203   0          0           0            0
C65    0.232761    0           0          0           0            0
C66    0           0.0495203   0          0.124286    0            0
C67    0           0           0          0           0            0
C68    0           0           0          0           0            0
C69    0           0           0          0           0            0
C7     0           0           0          0           0            0
C70    0           0           0          0           0            0
C71    0           0           0          0           0            0
C72    0           0           0          0           0            0
C73    0           0           0          0           0            0
C74    0           0           0          0           0            0
C75    0           0           0          0           0.0457219    0
C76    0           0           0          0           0            0
C77    0           0           0          0           0            0
C78    0.262936    0.0495203   0          0           0            0
C79    0           0           0          0           0            0
C8     0           0           0          0           0            0.157291
C80    0           0           0          0           0            0
C81    0           0           0          0           0            0
C82    0           0           0          0           0            0.157291
C83    0           0           0.250852   0           0            0
C84    0           0           0          0           0            0
C85    0           0           0          0.0611394   0.0457219    0
C86    0           0           0          0.0224781   0.0457219    0
C87    0           0           0          0           0            0
C88    0           0           0          0           0            0
C89    0           0           0          0           0            0
C9     0.262936    0           0          0           0            0
C90    0           0           0          0           0            0.157291
C91    0           0           0          0           0            0.0421042
C92    0           0           0.250852   0           0            0
C93    0           0           0          0           0.0457219    0
C94    0           0           0          0           0.0457219    0
C95    0           0           0          0           0            0
C96    0           0.0495203   0          0           0            0
C97    0           0           0          0           0            0
C98    0           0           0          0           0            0
C99    0           0           0          0           0            0

:         F73         F77         F81         F82          F9          F93   :=
C1     0           0           0           0            0           0
C10    0           0           0           0            0           0
C100   0           0.0585814   0           0            0           0
C101   0           0           0           0            0           0.14852
C102   0           0           0           0            0           0
C103   0           0           0           0            0           0
C104   0           0           0           0            0           0
C105   0           0           0           0            0           0
C106   0           0           0           0            0           0
C107   0           0.0585814   0.135699    0            0           0
C108   0.017969    0           0           0            0           0.0892157
C109   0           0           0           0            0           0
C11    0           0           0           0            0           0
C110   0           0           0.0516309   0.0541065    0           0
C111   0           0           0           0            0           0
C112   0           0           0           0            0           0.14852
C113   0           0           0           0            0           0
C114   0           0.0585814   0           0            0           0
C115   0           0           0           0.0541065    0.0397944   0
C116   0           0           0           0            0           0
C117   0           0           0           0            0           0
C118   0           0           0           0            0           0
C119   0           0           0           0            0           0
C12    0           0           0           0            0.0473086   0
C120   0           0           0.135699    0            0           0
C121   0           0           0.135699    0            0           0
C122   0           0           0           0.0541065    0           0
C123   0           0           0           0            0.0473086   0
C124   0           0           0           0            0           0
C125   0           0           0           0            0           0
C126   0           0           0           0            0           0
C127   0           0           0           0.0541065    0           0
C128   0           0           0           0            0           0
C129   0           0           0           0            0           0
C13    0.017969    0           0           0            0           0
C130   0           0           0           0            0           0.14852
C131   0           0           0           0.0541065    0.0473086   0
C132   0           0           0           0            0           0
C133   0           0           0           0            0           0
C134   0.0110852   0           0           0            0           0
C135   0.017969    0           0.135699    0            0           0
C136   0           0           0.135699    0            0           0
C137   0           0           0           0            0           0
C138   0           0           0           0            0           0
C139   0           0           0           0            0           0
C14    0           0           0.135699    0            0.0473086   0
C140   0           0           0           0            0           0
C141   0           0           0           0.0541065    0           0
C142   0           0           0           0            0           0
C143   0           0           0           0            0           0
C144   0           0           0           0            0           0
C145   0           0           0           0            0           0
C146   0           0           0           0.0541065    0           0
C147   0           0           0.135699    0            0           0
C148   0.017969    0.0585814   0.135699    0            0.0473086   0
C149   0           0.0585814   0           0            0           0.14852
C15    0           0           0           0            0           0
C150   0           0           0           0            0           0
C151   0.017969    0           0           0            0           0
C152   0           0           0           0            0           0
C153   0           0           0           0            0           0
C154   0           0           0.135699    0.0541065    0           0
C155   0           0           0           0            0           0
C156   0           0           0.135699    0            0.0473086   0
C157   0           0           0           0            0           0
C158   0.017969    0           0.135699    0            0           0
C159   0           0           0.135699    0            0           0
C16    0.017969    0           0.135699    0            0.0473086   0
C160   0           0           0           0            0           0
C161   0           0           0           0            0           0
C162   0           0           0           0            0           0
C163   0           0.0585814   0           0            0           0
C164   0           0           0           0.0541065    0           0
C165   0           0           0.135699    0            0           0
C166   0           0           0           0            0           0
C167   0           0           0           0            0           0
C168   0           0           0           0            0           0.14852
C169   0           0           0           0            0.0473086   0
C17    0           0           0           0            0.0473086   0
C170   0           0           0           0            0           0
C171   0           0           0           0            0           0
C172   0.017969    0           0           0            0           0
C173   0.017969    0.0585814   0           0            0           0
C174   0.017969    0           0           0            0           0.14852
C175   0           0           0.135699    0            0           0
C176   0           0           0           0            0           0
C177   0           0           0           0            0           0
C178   0           0           0           0            0           0
C179   0           0           0           0            0           0
C18    0           0           0           0.0541065    0           0
C180   0           0           0           0            0           0
C181   0           0           0           0            0           0
C182   0           0           0           0            0           0
C183   0           0           0           0            0           0
C184   0           0.0585814   0           0            0           0
C185   0           0           0           0            0           0
C186   0           0           0           0            0           0
C187   0.017969    0           0           0            0           0.14852
C188   0.017969    0           0           0            0           0.14852
C189   0           0           0           0            0           0
C19    0           0           0           0            0           0
C190   0.017969    0           0.135699    0            0           0
C191   0           0           0           0            0           0
C192   0           0           0           0            0           0
C193   0           0           0           0            0           0
C194   0           0.0585814   0           0            0           0
C195   0           0           0           0            0           0
C196   0           0           0           0            0           0
C197   0           0           0           0            0.0473086   0
C198   0           0           0           0            0           0
C199   0           0           0           0            0           0
C2     0           0           0           0            0           0
C20    0           0           0           0            0           0
C200   0           0           0           0.00838812   0           0
C201   0           0           0           0            0           0.14852
C202   0           0           0           0            0.0473086   0
C203   0           0.0585814   0           0            0           0
C204   0           0           0           0            0.0473086   0
C205   0           0           0           0            0           0
C206   0           0           0           0            0           0
C207   0           0.0442925   0           0.0541065    0.0473086   0.14852
C208   0           0           0           0            0           0.14852
C209   0           0.0585814   0.135699    0            0           0
C21    0           0.0585814   0           0            0           0.14852
C210   0           0           0           0            0           0
C211   0.017969    0           0           0            0           0
C212   0.017969    0           0           0            0           0
C213   0.017969    0           0           0            0           0
C214   0           0           0           0            0           0
C215   0           0           0           0            0           0
C216   0           0           0           0            0           0
C217   0           0           0.135699    0            0           0
C218   0           0           0           0            0           0
C219   0           0           0           0            0           0
C22    0           0           0.135699    0            0           0
C220   0.017969    0           0           0            0.0473086   0
C221   0           0           0           0            0           0
C222   0           0           0           0            0           0
C223   0           0.0585814   0           0            0           0
C224   0           0           0           0            0           0
C225   0           0           0           0            0.0473086   0
C226   0           0           0           0            0           0
C227   0.017969    0           0           0            0           0
C228   0           0           0           0            0           0
C229   0           0           0           0            0.0473086   0
C23    0           0           0           0            0           0
C230   0           0           0           0            0.0473086   0
C231   0           0.0585814   0           0            0           0
C232   0.017969    0           0           0            0           0.14852
C233   0           0           0           0            0           0.0451459
C234   0           0           0           0            0           0
C235   0           0           0           0            0           0
C236   0           0           0           0            0           0
C237   0           0           0           0            0           0
C238   0           0           0           0            0.0473086   0
C239   0.017969    0           0.135699    0            0.0473086   0
C24    0           0           0           0            0           0
C240   0           0           0           0            0.0473086   0
C241   0           0           0           0.0541065    0           0
C242   0           0           0           0            0           0
C243   0           0           0           0            0           0
C244   0           0           0           0            0           0
C245   0           0           0           0            0           0.14852
C246   0           0           0           0            0           0
C247   0           0           0           0            0.0473086   0
C248   0           0           0           0            0           0
C249   0           0           0           0            0           0
C25    0           0           0           0            0           0
C250   0           0           0           0            0           0
C26    0           0.0585814   0           0            0           0.14852
C27    0           0           0           0            0           0
C28    0.017969    0           0           0            0           0.14852
C29    0           0           0           0            0           0
C3     0           0           0           0            0           0
C30    0           0.0585814   0           0            0           0.14852
C31    0           0.0585814   0           0            0           0
C32    0           0           0           0            0           0
C33    0           0           0           0.0541065    0           0
C34    0           0           0           0            0.0473086   0
C35    0           0           0           0            0           0.14852
C36    0           0.0585814   0           0            0           0
C37    0           0           0           0            0           0
C38    0           0.0585814   0           0            0           0
C39    0           0           0           0            0           0
C4     0           0           0           0            0           0
C40    0           0           0.135699    0.0541065    0           0
C41    0           0           0           0            0           0
C42    0           0           0           0            0           0
C43    0           0           0           0            0           0
C44    0           0           0           0            0           0
C45    0           0           0           0.0541065    0           0
C46    0           0           0           0            0           0
C47    0           0.0244131   0           0            0           0
C48    0           0           0           0.0541065    0           0
C49    0           0           0           0            0.0473086   0
C5     0           0           0           0            0           0
C50    0           0           0           0            0           0
C51    0           0           0           0.0541065    0           0
C52    0           0           0           0            0.0473086   0
C53    0.017969    0           0           0            0.0473086   0
C54    0           0           0           0            0           0.14852
C55    0           0.0585814   0           0            0           0
C56    0           0           0           0            0           0
C57    0           0           0           0            0           0
C58    0           0           0           0            0           0
C59    0.017969    0           0           0            0           0.126421
C6     0.017969    0           0           0            0           0
C60    0           0.0585814   0           0            0           0.14852
C61    0           0           0           0            0           0.14852
C62    0           0           0           0            0           0
C63    0           0           0           0            0           0
C64    0           0           0           0            0           0
C65    0           0           0           0            0           0
C66    0           0           0           0            0           0
C67    0           0           0           0            0           0
C68    0           0           0           0            0           0
C69    0           0           0           0            0           0.14852
C7     0           0           0           0            0           0
C70    0           0           0           0.0541065    0           0
C71    0.017969    0           0           0            0           0
C72    0           0           0           0            0           0
C73    0           0           0           0            0.0473086   0.14852
C74    0           0           0           0            0           0
C75    0           0           0           0            0           0
C76    0           0.0585814   0           0            0           0
C77    0           0           0           0            0           0
C78    0           0           0           0            0           0
C79    0           0           0           0.0541065    0           0
C8     0           0           0           0            0           0
C80    0           0           0           0            0           0.14852
C81    0           0           0           0            0           0
C82    0           0           0.135699    0            0           0
C83    0           0           0           0            0           0.14852
C84    0           0           0           0            0           0
C85    0           0           0           0            0.0473086   0
C86    0           0           0           0.0541065    0           0
C87    0           0           0           0            0           0
C88    0           0           0           0            0           0
C89    0           0           0           0            0           0
C9     0.017969    0           0           0            0.0473086   0
C90    0           0           0.135699    0            0           0
C91    0           0           0           0.0541065    0           0
C92    0           0           0           0            0           0
C93    0.017969    0           0           0            0           0
C94    0           0           0           0            0           0
C95    0           0           0           0            0           0
C96    0           0           0           0            0           0
C97    0           0           0           0            0           0
C98    0           0           0           0            0           0.14852
C99    0           0           0           0            0           0

:        F97       :=
C1     0
C10    0
C100   0
C101   0
C102   0.288699
C103   0
C104   0
C105   0
C106   0.288699
C107   0
C108   0
C109   0
C11    0
C110   0
C111   0
C112   0
C113   0
C114   0
C115   0
C116   0
C117   0
C118   0
C119   0
C12    0
C120   0
C121   0
C122   0
C123   0
C124   0
C125   0.288699
C126   0
C127   0
C128   0.288699
C129   0
C13    0
C130   0
C131   0
C132   0
C133   0
C134   0
C135   0
C136   0
C137   0
C138   0
C139   0
C14    0
C140   0.288699
C141   0
C142   0
C143   0
C144   0
C145   0
C146   0
C147   0
C148   0
C149   0.288699
C15    0.288699
C150   0
C151   0
C152   0
C153   0.288699
C154   0
C155   0
C156   0
C157   0
C158   0
C159   0
C16    0
C160   0
C161   0.288699
C162   0
C163   0
C164   0
C165   0
C166   0
C167   0
C168   0
C169   0
C17    0
C170   0
C171   0
C172   0
C173   0
C174   0
C175   0
C176   0
C177   0
C178   0
C179   0
C18    0
C180   0.288699
C181   0
C182   0
C183   0
C184   0
C185   0
C186   0
C187   0
C188   0.288699
C189   0.288699
C19    0
C190   0
C191   0
C192   0
C193   0
C194   0
C195   0
C196   0
C197   0
C198   0
C199   0.288699
C2     0
C20    0
C200   0
C201   0
C202   0
C203   0.288699
C204   0.288699
C205   0
C206   0
C207   0
C208   0.156315
C209   0
C21    0
C210   0.288699
C211   0
C212   0
C213   0
C214   0
C215   0
C216   0
C217   0
C218   0
C219   0
C22    0
C220   0
C221   0
C222   0
C223   0
C224   0
C225   0
C226   0
C227   0
C228   0
C229   0
C23    0
C230   0.288699
C231   0
C232   0
C233   0
C234   0
C235   0.288699
C236   0
C237   0
C238   0
C239   0.288699
C24    0
C240   0
C241   0
C242   0
C243   0
C244   0
C245   0
